"GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference"
"ENSG00000139629","GALNT6","12","-",51390849,51390937,51383460,51383582,51391600,51391629,"6,13,1","4,9,0","3,20,2","1,1,0",237,149,0.000527573,0.040727645,"0.485,0.476,1.0","0.654,0.926,1.0",-0.206
"ENSG00000163875","MEAF6","1","-",37495884,37495918,37493761,37493814,37501803,37501996,"165,131,112","72,62,85","184,195,163","26,31,50",183,149,9.42e-05,0.009732497,"0.651,0.632,0.518","0.852,0.837,0.726",-0.205
"ENSG00000135253","KCP","7","-",128877483,128877790,128874523,128874610,128878557,128878722,"144,186,133","21,24,27","40,17,27","0,2,1",456,149,0.000450145,0.03596195,"0.691,0.717,0.617","1.0,0.735,0.898",-0.203
"ENSG00000163531","NFASC","1","+",205001169,205001286,204988632,204988806,205002595,205002748,"52,36,18","6,12,2","35,49,42","0,0,3",266,149,0.000209546,0.018861503,"0.829,0.627,0.834","1.0,1.0,0.887",-0.199
"ENSG00000111237","VPS29","12","-",110499456,110499546,110496011,110496203,110502048,110502111,"12,11,13","149,214,158","31,31,50","61,80,77",239,149,4.83e-12,2.03e-09,"0.048,0.031,0.049","0.241,0.195,0.288",-0.199
"ENSG00000248712","CCDC153","11","-",119193150,119193885,119190709,119190840,119194922,119194994,"2,1,2","6,3,5","17,22,44","10,11,18",884,149,0.000167472,0.015726894,"0.053,0.053,0.063","0.223,0.252,0.292",-0.199
"ENSG00000157827","FMNL2","2","+",152643418,152643544,152640790,152640914,152647795,152649823,"0,0,0","38,26,34","24,18,27","36,88,51",275,149,2.01e-09,6.13e-07,"0.0,0.0,0.0","0.265,0.1,0.223",-0.196
"ENSG00000243716","NPIPB5","16","+",22507336,22507399,22505844,22506235,22513521,22513610,"18,29,61","0,7,27","11,40,62","0,0,3",212,149,0.000542638,0.041414566,"1.0,0.744,0.614","1.0,1.0,0.936",-0.193
"ENSG00000070882","OSBPL3","7","-",24863199,24863292,24861612,24861769,24863495,24863599,"98,137,106","29,24,31","71,127,137","10,5,4",242,149,2.84e-05,0.003503432,"0.675,0.778,0.678","0.814,0.94,0.955",-0.193
"ENSG00000165914","TTC7B","14","-",90603252,90603303,90593485,90593626,90610741,90610839,"2,14,1","97,134,98","43,36,29","103,145,56",200,149,1.67e-08,4.21e-06,"0.015,0.072,0.008","0.237,0.156,0.278",-0.192
"ENSG00000126214","KLC1","14","+",103684985,103685036,103679383,103679545,103687080,103687211,"84,113,114","184,183,174","115,112,115","104,109,63",200,149,0.000659609,0.048177359,"0.254,0.315,0.328","0.452,0.434,0.576",-0.188
"ENSG00000180329","CCDC43","17","-",44680584,44680652,44677482,44679043,44682002,44682138,"170,190,144","69,49,30","214,240,175","0,35,20",217,149,4.75e-05,0.005395275,"0.628,0.727,0.767","1.0,0.825,0.857",-0.187
"ENSG00000145725","PPIP5K2","5","+",103186319,103186439,103184671,103184744,103190841,103190982,"96,100,88","122,127,98","165,202,153","101,103,84",269,149,1.54e-05,0.002108098,"0.304,0.304,0.332","0.475,0.521,0.502",-0.186
"ENSG00000135253","KCP","7","-",128893975,128894055,128893805,128893899,128894199,128894293,"69,69,41","8,23,14","1,4,10","0,1,0",229,149,0.000163487,0.015419457,"0.849,0.661,0.656","1.0,0.722,1.0",-0.185
"ENSG00000141837","CACNA1A","19","-",13227430,13227527,13224666,13224772,13230081,13230209,"117,97,95","34,15,14","133,177,148","12,5,0",246,149,1.28e-05,0.001798659,"0.676,0.797,0.804","0.87,0.955,1.0",-0.183
"ENSG00000157181","ODR4","1","+",186411810,186411893,186406082,186406268,186417543,186417654,"2,21,10","149,143,94","21,41,72","53,109,106",232,149,9.14e-09,2.44e-06,"0.009,0.086,0.064","0.203,0.195,0.304",-0.181
"ENSG00000163006","CCDC138","2","+",108873450,108873589,108856793,108856970,108876087,108876578,"56,72,49","6,8,7","54,69,58","0,1,0",288,149,4.21e-05,0.004932672,"0.828,0.823,0.784","1.0,0.973,1.0",-0.179
"ENSG00000110888","CAPRIN2","12","-",30719078,30719225,30716289,30716676,30723258,30723314,"150,217,160","36,86,42","103,225,299","16,34,19",296,149,0.000332252,0.027829212,"0.677,0.56,0.657","0.764,0.769,0.888",-0.176
"ENSG00000167522","ANKRD11","16","-",89418283,89418368,89316932,89317075,89490244,89490274,"57,56,42","12,15,4","52,84,48","6,0,0",234,149,0.000456391,0.036264942,"0.752,0.704,0.87","0.847,1.0,1.0",-0.174
"ENSG00000140750","ARHGAP17","16","-",24927683,24927732,24919394,24920260,24930783,24931160,"167,170,161","96,84,104","295,270,342","78,84,74",198,149,2.28e-05,0.002914066,"0.567,0.604,0.538","0.74,0.708,0.777",-0.172
"ENSG00000103248","MTHFSD","16","-",86552178,86552292,86548463,86548577,86554644,86554748,"93,80,45","10,11,7","28,56,23","1,0,0",263,149,6.9e-06,0.00104963,"0.84,0.805,0.785","0.941,1.0,1.0",-0.17
"ENSG00000138674","SEC31A","4","-",82861630,82861708,82857688,82857764,82862533,82862572,"10,841,006,699","310,200,205","704,936,612","88,63,39",227,149,5.08e-11,1.89e-08,"0.697,0.768,0.691","0.84,0.907,0.912",-0.168
"ENSG00000131238","PPT1","1","-",40076729,40076913,40072718,40074183,40078559,40078658,"706,621,428","143,92,99","532,575,442","43,34,33",333,149,1.26e-06,0.000226714,"0.688,0.751,0.659","0.847,0.883,0.857",-0.163
"ENSG00000142945","KIF2C","1","+",44753131,44753254,44750441,44750564,44753732,44753833,"180,214,135","17,37,29","33,40,51","2,2,0",272,149,0.000246706,0.021725508,"0.853,0.76,0.718","0.9,0.916,1.0",-0.162
"ENSG00000163029","SMC6","2","-",17713384,17713580,17708638,17708753,17714860,17714877,"12,33,59","101,196,140","57,49,51","46,89,83",345,149,0.000555932,0.042265108,"0.049,0.068,0.154","0.349,0.192,0.21",-0.16
"ENSG00000144278","GALNT13","2","+",154259020,154259138,154245811,154245982,154301408,154301589,"127,118,101","9,22,7","45,72,49","0,0,0",267,149,6.93e-06,0.001050607,"0.887,0.75,0.89","1.0,1.0,1.0",-0.158
"ENSG00000142856","ITGB3BP","1","-",63490082,63490218,63454889,63454968,63508527,63508570,"348,281,337","28,52,60","201,175,178","6,0,13",285,149,4.86e-05,0.005497061,"0.867,0.739,0.746","0.946,1.0,0.877",-0.157
"ENSG00000165304","MELK","9","+",36657240,36657363,36651745,36651877,36665349,36665581,"654,825,736","112,155,146","171,171,174","7,6,18",272,149,1.56e-05,0.002128385,"0.762,0.745,0.734","0.93,0.94,0.841",-0.157
"ENSG00000163618","CADPS","3","-",62481722,62481869,62478260,62478416,62491338,62491480,"7,12,10","113,88,84","68,99,153","182,207,220",296,149,7.03e-09,1.99e-06,"0.03,0.064,0.057","0.158,0.194,0.259",-0.153
"ENSG00000213995","NAXD","13","+",110627438,110627547,110624233,110624279,110634544,110634595,"165,127,87","9,12,15","118,168,184","0,0,0",258,149,7.84e-05,0.008294532,"0.914,0.859,0.77","1.0,1.0,1.0",-0.152
"ENSG00000118518","RNF146","6","+",127285207,127285348,127282286,127282395,127286049,127286097,"22,52,22","104,165,61","26,65,27","39,76,34",290,149,0.000383994,0.031276055,"0.098,0.139,0.156","0.255,0.305,0.29",-0.152
"ENSG00000135317","SNX14","6","-",85538837,85538864,85536791,85536924,85541984,85542043,"253,259,186","279,233,195","456,524,440","249,278,263",176,149,0.000203882,0.018498497,"0.434,0.485,0.447","0.608,0.615,0.586",-0.148
"ENSG00000157216","SSBP3","1","-",54258068,54258149,54257126,54257186,54281437,54281527,"48,45,31","127,140,145","102,127,130","184,158,172",230,149,0.000100388,0.010272125,"0.197,0.172,0.122","0.264,0.342,0.329",-0.148
"ENSG00000145246","ATP10D","4","+",47515475,47515670,47512503,47512830,47523011,47523216,"216,102,89","6,22,6","120,87,49","0,0,2",344,149,0.000493531,0.038743047,"0.94,0.668,0.865","1.0,1.0,0.914",-0.147
"ENSG00000112763","BTN2A1","6","+",26458606,26458718,26457921,26458142,26459480,26459828,"202,218,96","19,41,11","135,217,154","0,16,0",261,149,0.000236493,0.020910977,"0.859,0.752,0.833","1.0,0.886,1.0",-0.147
"ENSG00000167081","PBX3","9","+",125915685,125915927,125748181,125748623,125929654,125929845,"357,394,399","33,35,32","329,391,407","0,21,0",391,149,6.06e-06,0.00094133,"0.805,0.811,0.826","1.0,0.876,1.0",-0.145
"ENSG00000109685","NSD2","4","+",1942338,1942565,1939653,1939778,1951071,1951203,"63,148,99","167,261,199","74,95,71","78,77,62",376,149,0.000273676,0.023403789,"0.13,0.183,0.165","0.273,0.328,0.312",-0.145
"ENSG00000144674","GOLGA4","3","+",37273535,37273601,37251394,37251484,37281957,37281985,"160,184,138","16,29,20","88,180,83","1,0,3",215,149,1.36e-07,2.92e-05,"0.874,0.815,0.827","0.984,1.0,0.95",-0.139
"ENSG00000198887","SMC5","9","+",70305246,70305360,70300045,70300200,70314741,70314836,"107,212,160","11,9,28","77,134,82","2,0,0",263,149,1.16e-05,0.001650754,"0.846,0.93,0.764","0.956,1.0,1.0",-0.139
"ENSG00000142856","ITGB3BP","1","-",63447564,63447614,63446805,63446856,63453917,63453974,"274,247,327","454,423,587","200,236,246","197,219,230",199,149,0.000384706,0.031294843,"0.311,0.304,0.294","0.432,0.447,0.445",-0.138
"ENSG00000168137","SETD5","3","+",9468518,9468575,9464424,9464672,9470458,9470929,"28,30,40","204,210,169","69,94,47","129,166,161",206,149,0.000332916,0.027847735,"0.09,0.094,0.146","0.279,0.291,0.174",-0.138
"ENSG00000111981","ULBP1","6","+",149970015,149970147,149969084,149969360,149971368,149973710,"195,108,58","22,4,10","56,101,68","1,1,1",281,149,0.000318952,0.026886966,"0.825,0.935,0.755","0.967,0.982,0.973",-0.136
"ENSG00000147162","OGT","X","+",71555189,71555385,71554512,71554592,71555953,71556094,"395,625,637","49,98,92","190,539,526","10,37,21",345,149,4.43e-05,0.005130761,"0.777,0.734,0.749","0.891,0.863,0.915",-0.136
"ENSG00000249915","PDCD6","5","+",304176,304221,272710,272772,314416,314806,"159,132,128","20,13,17","168,187,146","0,0,0",194,149,3.13e-06,0.00052071,"0.859,0.886,0.853","1.0,1.0,1.0",-0.134
"ENSG00000131375","CAPN7","3","+",15241452,15241588,15240753,15240853,15242177,15242253,"305,337,228","24,41,34","389,450,319","18,8,6",285,149,3.24e-05,0.003944787,"0.869,0.811,0.778","0.919,0.967,0.965",-0.131
"ENSG00000005243","COPZ2","17","-",48027675,48027789,48026166,48026475,48028471,48028510,"89,104,90","948,669,732","230,289,356","758,590,725",263,149,1.36e-11,5.38e-09,"0.051,0.081,0.065","0.147,0.217,0.218",-0.128
"ENSG00000110455","ACCS","11","+",44073446,44073517,44071255,44071315,44074611,44074681,"58,115,63","2,17,12","57,109,90","0,0,4",220,149,0.000518485,0.040168971,"0.952,0.821,0.78","1.0,1.0,0.938",-0.128
"ENSG00000174365","SNHG11","20","+",38447929,38448093,38447465,38447623,38448661,38448730,"23,8,10","103,96,92","53,52,57","88,106,150",313,149,0.000118074,0.011803382,"0.096,0.038,0.049","0.223,0.189,0.153",-0.127
"ENSG00000126777","KTN1","14","+",55663954,55664041,55661273,55661612,55667240,55667330,"196,821,882,051","7,931,123,898","141,917,261,401","357,442,367",236,149,0.000161476,0.01529631,"0.61,0.552,0.59","0.715,0.711,0.707",-0.127
"ENSG00000142856","ITGB3BP","1","-",63478763,63478833,63454889,63454968,63508527,63508570,"315,293,359","28,52,60","160,193,184","6,0,13",219,149,9.28e-05,0.009614598,"0.884,0.793,0.803","0.948,1.0,0.906",-0.125
"ENSG00000099875","MKNK2","19","-",2039630,2039856,2037464,2037829,2040133,2040177,"145,128,141","261,197,259","452,536,540","402,460,478",375,149,0.00013762,0.013467729,"0.181,0.205,0.178","0.309,0.316,0.31",-0.124
"ENSG00000148498","PARD3","10","-",34336198,34336243,34331116,34331344,34337274,34337426,"292,275,267","44,16,38","286,299,219","5,0,0",194,149,9.11e-09,2.44e-06,"0.836,0.93,0.844","0.978,1.0,1.0",-0.123
"ENSG00000171928","TVP23B","17","+",18790895,18790960,18789352,18789435,18797578,18797668,"110,124,53","23,16,2","95,148,122","2,1,3",214,149,0.000206508,0.018639595,"0.769,0.844,0.949","0.971,0.99,0.966",-0.122
"ENSG00000116698","SMG7","1","+",183547102,183547252,183545965,183546337,183549207,183549288,"60,27,21","208,258,160","56,67,53","116,141,94",299,149,0.000104107,0.010553039,"0.126,0.05,0.061","0.194,0.191,0.219",-0.122
"ENSG00000148814","LRRC27","10","+",132366298,132366677,132365423,132365550,132375065,132375457,"7,2,3","34,38,45","21,30,46","62,51,50",528,149,0.000269891,0.023202061,"0.055,0.015,0.018","0.087,0.142,0.206",-0.116
"ENSG00000070614","NDST1","5","+",150548217,150548388,150545311,150545486,150549677,150549787,"419,468,353","34,50,28","566,697,536","16,25,1",320,149,5.99e-05,0.006578068,"0.852,0.813,0.854","0.943,0.928,0.996",-0.116
"ENSG00000077463","SIRT6","19","-",4179103,4179286,4177078,4177138,4180781,4180909,"387,401,378","22,33,24","414,374,364","0,3,5",332,149,1.11e-06,0.000201844,"0.888,0.845,0.876","1.0,0.982,0.97",-0.114
"ENSG00000085733","CTTN","11","+",70421469,70421580,70420399,70420510,70422939,70422995,"373,737,442,778","439,566,428","299,634,232,434","156,197,116",260,149,2.87e-08,6.96e-06,"0.83,0.791,0.788","0.917,0.909,0.923",-0.113
"ENSG00000141349","G6PC3","17","+",44074968,44075087,44074679,44074770,44075309,44075451,"860,832,778","103,86,104","633,809,614","27,26,24",268,149,6.76e-06,0.001029819,"0.823,0.843,0.806","0.929,0.945,0.934",-0.112
"ENSG00000134278","SPIRE1","18","-",12485958,12486000,12479698,12479871,12493071,12493201,"1,6,7","237,196,127","38,21,21","146,140,120",191,149,7.8e-06,0.001160964,"0.003,0.023,0.041","0.169,0.105,0.12",-0.109
"ENSG00000026508","CD44","11","+",35206111,35206243,35198120,35198246,35214851,35214914,"2,5,1","100,72,65","17,27,9","60,79,48",281,149,0.000166155,0.015648424,"0.01,0.036,0.008","0.131,0.153,0.09",-0.107
"ENSG00000008083","JARID2","6","+",15410223,15410365,15374116,15374252,15452005,15452175,"208,150,46","28,9,3","52,73,48","0,0,3",291,149,0.000606454,0.045260073,"0.792,0.895,0.887","1.0,1.0,0.891",-0.106
"ENSG00000169919","GUSB","7","-",65970281,65970366,65967730,65967907,65974294,65974401,"355,451,482","16,35,63","366,334,400","0,8,0",234,149,5.35e-07,0.000105485,"0.934,0.891,0.83","1.0,0.964,1.0",-0.103
"ENSG00000068745","IP6K2","3","-",48708119,48708237,48695089,48695418,48717156,48717210,"0,0,4","78,67,42","19,31,14","66,110,86",267,149,4.59e-05,0.005286238,"0.0,0.0,0.05","0.138,0.136,0.083",-0.102
"ENSG00000180329","CCDC43","17","-",44680584,44680643,44677457,44679043,44682002,44682138,"484,422,370","69,49,30","582,699,542","0,35,20",208,149,0.000152251,0.014570854,"0.834,0.861,0.898","1.0,0.935,0.951",-0.098
"ENSG00000145730","PAM","5","+",103028181,103028238,103025130,103025334,103028886,103029110,"116,312,551,157","162,178,246","112,912,571,054","91,104,49",206,149,0.0003473,0.02875521,"0.839,0.836,0.773","0.9,0.897,0.94",-0.096
"ENSG00000131876","SNRPA1","15","-",101286213,101286293,101285725,101285801,101286907,101287010,"124,413,681,481","132,85,121","230,726,512,857","41,40,23",229,149,8.25e-09,2.28e-06,"0.86,0.913,0.888","0.973,0.977,0.988",-0.092
"ENSG00000214253","FIS1","7","-",101244006,101244139,101240829,101240906,101244959,101245085,"238,420,291,931","170,90,192","215,623,742,292","62,0,70",282,149,6.48e-05,0.007040389,"0.881,0.923,0.842","0.948,1.0,0.945",-0.082
"ENSG00000077380","DYNC1I2","2","+",171712766,171712826,171706889,171707377,171715327,171715350,"10,8,2","825,740,675","100,73,112","793,909,645",209,149,0.000536187,0.041100078,"0.009,0.008,0.002","0.082,0.054,0.11",-0.076
"ENSG00000196776","CD47","3","-",108050577,108050602,108047078,108047292,108051938,108051970,"5,29,12","201,623,112,001","124,151,129","114,815,081,254",174,149,5.68e-05,0.006327558,"0.002,0.011,0.005","0.085,0.079,0.081",-0.076
"ENSG00000123562","MORF4L2","X","-",103678498,103678600,103675495,103677051,103685170,103685260,"738,778,056,876","15,25,27","359,454,673,934","223,193,216",251,149,0.000270811,0.02321984,"0.997,0.995,0.993","0.905,0.944,0.915",0.074
"ENSG00000026508","CD44","11","+",35211245,35211449,35189834,35190065,35214851,35214861,"158,214,921,559","663,651,865,015","495,497,375","637,867,874,859",353,149,1.74e-05,0.002321759,"0.091,0.108,0.116","0.032,0.03,0.032",0.074
"ENSG00000126777","KTN1","14","+",55680685,55680741,55679564,55679685,55684098,55684579,"372,306,360","182,519,322,264","47,85,89","125,114,891,411",205,149,0.00040514,0.032793142,"0.129,0.103,0.104","0.027,0.04,0.044",0.075
"ENSG00000010404","IDS","X","-",149502074,149502177,149500948,149501037,149503311,149503489,"192,161,146","576,557,432","125,96,89","812,943,745",252,149,0.000271683,0.023263935,"0.165,0.146,0.167","0.083,0.057,0.066",0.091
"ENSG00000078098","FAP","2","-",162198178,162198298,162194700,162194748,162198756,162198826,"54,75,66","242,266,219","17,2,8","160,172,96",269,149,0.000172263,0.016107113,"0.11,0.135,0.143","0.056,0.006,0.044",0.094
"ENSG00000136560","TANK","2","+",161161284,161161412,161160348,161160486,161179613,161179761,"71,95,73","237,235,257","31,64,34","350,449,374",277,149,0.000408566,0.032988381,"0.139,0.179,0.133","0.045,0.071,0.047",0.096
"ENSG00000106344","RBM28","7","-",128341117,128341219,128339632,128339791,128343675,128343908,"38,35,20","147,175,112","2,3,5","185,139,109",251,149,2.02e-05,0.002616498,"0.133,0.106,0.096","0.006,0.013,0.027",0.096
"ENSG00000123562","MORF4L2","X","-",103678498,103678651,103675499,103677051,103685170,103685260,"486,953,644,367","15,25,27","305,349,223,461","223,193,216",302,149,4.88e-15,2.92e-12,"0.994,0.991,0.988","0.871,0.926,0.888",0.096
"ENSG00000154589","LY96","8","+",74004795,74004885,73991351,73991554,74010000,74010129,"207,917,541,625","97,87,103","157,416,101,480","206,263,162",239,149,2.54e-05,0.003173336,"0.93,0.926,0.908","0.826,0.792,0.851",0.098
"ENSG00000161677","JOSD2","19","-",50507573,50507699,50506377,50506572,50511116,50511162,"300,313,334","0,0,0","368,435,611","30,15,39",275,149,0.000174582,0.016277162,"1.0,1.0,1.0","0.869,0.94,0.895",0.099
"ENSG00000075413","MARK3","14","+",103498501,103498528,103491538,103492034,103500155,103500200,"494,624,645","6,25,5","177,223,203","18,20,33",176,149,0.00052999,0.040817404,"0.986,0.955,0.991","0.893,0.904,0.839",0.099
"ENSG00000041982","TNC","9","-",115057152,115057425,115046409,115046682,115073602,115073866,"483,156,963,424","85,21,43","298,645,102,713","197,197,133",422,149,2.08e-10,7.18e-08,"0.953,0.99,0.966","0.843,0.89,0.878",0.099
"ENSG00000188690","UROS","10","-",125789282,125789363,125788585,125789005,125794879,125794978,"169,142,132","444,319,454","143,185,137","1,001,924,980",230,149,0.000396452,0.032169922,"0.198,0.224,0.159","0.085,0.115,0.083",0.099
"ENSG00000197415","VEPH1","3","-",157493186,157493293,157470418,157470529,157495211,157495506,"63,30,33","210,244,198","0,0,1","129,135,121",256,149,9.83e-06,0.001415646,"0.149,0.067,0.088","0.0,0.0,0.005",0.1
"ENSG00000140299","BNIP2","15","-",59668102,59668138,59663378,59664120,59668891,59668949,"72,70,90","453,543,444","6,28,5","477,722,515",185,149,3.17e-08,7.61e-06,"0.113,0.094,0.14","0.01,0.03,0.008",0.1
"ENSG00000153113","CAST","5","+",96726753,96726859,96722638,96722698,96727488,96727530,"138,185,132","437,596,395","47,60,42","417,725,402",255,149,1.39e-06,0.000247096,"0.156,0.154,0.163","0.062,0.046,0.058",0.102
"ENSG00000188739","RBM34","1","-",235160510,235160647,235154880,235155112,235160892,235161067,"122,911,821,021","59,30,29","117,613,451,005","99,138,127",286,149,8.54e-06,0.001254345,"0.916,0.954,0.948","0.861,0.835,0.805",0.106
"ENSG00000114209","PDCD10","3","-",167725400,167725473,167720061,167720273,167734805,167734863,"226,235,188","445,524,365","103,111,97","375,475,451",222,149,0.000611825,0.045504391,"0.254,0.231,0.257","0.156,0.136,0.126",0.108
"ENSG00000125970","RALY","20","+",34073818,34073866,34073562,34073635,34075873,34076039,"193,419,241,655","298,240,281","143,316,741,485","429,458,426",197,149,0.000153126,0.014618238,"0.831,0.858,0.817","0.716,0.734,0.725",0.11
"ENSG00000114346","ECT2","3","+",172752149,172752436,172750762,172750857,172754508,172754660,"51,37,17","86,108,99","0,0,0","22,23,15",436,149,3.98e-05,0.004710509,"0.169,0.105,0.055","0.0,0.0,0.0",0.11
"ENSG00000172965","MIR4435-2HG","2","-",111479906,111480061,111367486,111367575,111494884,111495046,"81,47,49","155,108,95","41,19,12","105,175,154",304,149,0.000562172,0.042590254,"0.204,0.176,0.202","0.161,0.051,0.037",0.111
"ENSG00000250565","ATP6V1E2","2","-",46537375,46537576,46536610,46536703,46541389,46541589,"13,22,15","52,67,43","1,0,2","78,68,78",350,149,0.000383221,0.031276055,"0.096,0.123,0.129","0.005,0.0,0.011",0.111
"ENSG00000136840","ST6GALNAC4","9","-",127916407,127916494,127914655,127914841,127916825,127917018,"282,331,222","0,0,0","367,472,193","30,29,18",236,149,3.48e-05,0.004207265,"1.0,1.0,1.0","0.885,0.911,0.871",0.111
"ENSG00000164258","NDUFS4","5","+",53604723,53604895,53603451,53603530,53646232,53646405,"466,425,471","10,871,171,981","185,247,260","173,820,962,031",321,149,1.63e-12,7.15e-10,"0.166,0.144,0.182","0.047,0.052,0.056",0.112
"ENSG00000269893","SNHG8","4","+",118279106,118279137,118278754,118278792,118279388,118279431,"744,549,541","12,389,841,024","493,337,279","128,511,151,089",180,149,0.000455196,0.036214265,"0.332,0.316,0.304","0.241,0.2,0.175",0.112
"ENSG00000172661","WASHC2C","10","+",45786611,45786674,45785508,45785631,45787034,45787247,"317,220,209","8,12,2","276,343,250","49,45,20",212,149,0.000101718,0.010375547,"0.965,0.928,0.987","0.798,0.843,0.898",0.114
"ENSG00000111790","FGFR1OP2","12","+",26960514,26960628,26957600,26957743,26963341,26963455,"598,657,652","56,66,36","510,619,541","86,124,94",263,149,0.000543553,0.041420763,"0.858,0.849,0.911","0.771,0.739,0.765",0.114
"ENSG00000122566","HNRNPA2B1","7","-",26190992,26191128,26190124,26190460,26192494,26192577,"180,720,502,103","149,161,188","111,114,501,609","253,214,260",285,149,0.000106553,0.010784248,"0.864,0.869,0.854","0.697,0.78,0.764",0.115
"ENSG00000089159","PXN","12","-",120215559,120215661,120215102,120215273,120221622,120221758,"117,159,139","267,315,212","46,52,32","186,245,125",251,149,0.000678998,0.049316801,"0.206,0.231,0.28","0.128,0.112,0.132",0.115
"ENSG00000130066","SAT1","X","+",23784293,23784403,23783799,23783883,23785327,23785429,"933,635,368","16,751,172,802","272,261,211","10,901,305,951",259,149,3.78e-07,7.62e-05,"0.243,0.238,0.209","0.126,0.103,0.113",0.116
"ENSG00000152952","PLOD2","3","-",146077861,146077924,146076781,146076895,146079115,146079257,"563,251,515,239","396,301,331","140,318,891,489","240,353,254",212,149,3.51e-09,1.04e-06,"0.909,0.923,0.918","0.804,0.79,0.805",0.117
"ENSG00000114956","DGUOK","2","+",73938909,73939022,73926825,73927052,73946718,73946906,"514,576,529","646,540,605","460,481,323","896,799,785",262,149,0.000450367,0.03596195,"0.312,0.378,0.332","0.226,0.255,0.19",0.117
"ENSG00000261040","WFDC21P","17","-",60085931,60086126,60085054,60085203,60088196,60088256,"99,66,87","181,147,145","182,218,159","98,911,531,100",344,149,1.65e-06,0.000287124,"0.192,0.163,0.206","0.074,0.076,0.059",0.117
"ENSG00000115084","SLC35F5","2","-",113717752,113717848,113714646,113715195,113719153,113719244,"425,444,340","4,11,1","166,264,269","20,23,23",245,149,2.7e-05,0.003352267,"0.985,0.961,0.995","0.835,0.875,0.877",0.118
"ENSG00000112855","HARS2","5","+",140696102,140696201,140695737,140695845,140696520,140696614,"425,335,267","23,2,9","296,280,261","26,46,30",248,149,0.000255026,0.022367393,"0.917,0.99,0.947","0.872,0.785,0.839",0.119
"ENSG00000106462","EZH2","7","-",148836821,148837000,148832633,148832750,148846496,148846598,"31,39,23","68,60,46","3,0,4","32,31,8",328,149,0.000174572,0.016277162,"0.172,0.228,0.185","0.041,0.0,0.185",0.12
"ENSG00000159023","EPB41","1","+",29068732,29068768,29064981,29065158,29097806,29097935,"17,14,4","92,38,44","0,0,3","51,61,33",185,149,0.000649677,0.047665904,"0.13,0.229,0.068","0.0,0.0,0.068",0.12
"ENSG00000168385","2-Sep","2","+",241320202,241320287,241317498,241317599,241324215,241324241,"24,26,19","133,105,61","0,8,0","109,107,79",234,149,2.52e-05,0.00316005,"0.103,0.136,0.166","0.0,0.045,0.0",0.12
"ENSG00000111412","C12orf49","12","-",116719762,116719876,116710184,116717893,116737789,116738061,"146,171,128","2,0,4","128,163,200","18,18,9",263,149,0.000517527,0.040142609,"0.976,1.0,0.948","0.801,0.837,0.926",0.12
"ENSG00000047249","ATP6V1H","8","-",53811163,53811217,53801798,53801896,53814661,53814766,"602,498,361","6,15,0","628,710,496","68,110,45",203,149,2.41e-11,9.34e-09,"0.987,0.961,1.0","0.871,0.826,0.89",0.12
"ENSG00000161677","JOSD2","19","-",50510285,50510448,50506377,50506572,50511116,50511220,"297,289,259","0,0,0","415,372,450","30,15,39",312,149,3.52e-08,8.34e-06,"1.0,1.0,1.0","0.869,0.922,0.846",0.121
"ENSG00000172137","CALB2","16","+",71385576,71385648,71384782,71384836,71389748,71390436,"93,138,121","0,3,0","404,732,462","24,89,59",221,149,1.28e-07,2.78e-05,"1.0,0.969,1.0","0.919,0.847,0.841",0.121
"ENSG00000104450","SPAG1","8","+",100233410,100233537,100231155,100231288,100239239,100239404,"157,211,186","0,0,0","130,237,190","8,15,19",276,149,0.000161262,0.01529631,"1.0,1.0,1.0","0.898,0.895,0.844",0.121
"ENSG00000214078","CPNE1","20","-",35632162,35632248,35631944,35632025,35632310,35632385,"10,301,304,830","139,192,150","9,471,283,864","242,375,293",235,149,0.000133848,0.0131183,"0.825,0.812,0.778","0.713,0.684,0.652",0.122
"ENSG00000168958","MFF","2","+",227347225,227347384,227340291,227340380,227352513,227352573,"129,211,861,201","124,141,108","145,016,201,798","295,343,347",308,149,6.06e-05,0.006636686,"0.834,0.803,0.843","0.704,0.696,0.715",0.122
"ENSG00000112715","VEGFA","6","+",43780731,43780803,43778888,43778918,43781955,43782087,"99,610,211,031","135,113,391,349","119,314,861,486","287,337,983,673",221,149,1.99e-05,0.002581448,"0.332,0.34,0.34","0.219,0.209,0.214",0.123
"ENSG00000089022","MAPKAPK5","12","+",111867571,111867669,111866155,111866231,111868752,111868861,"332,268,218","11,4,0","311,307,307","39,45,16",247,149,2.49e-05,0.003136834,"0.948,0.976,1.0","0.828,0.805,0.92",0.124
"ENSG00000148840","PPRC1","10","+",102146671,102147392,102144249,102144307,102148371,102148521,"110,613,241,297","23,9,20","690,932,725","33,41,27",870,149,0.0002577,0.022541146,"0.892,0.962,0.917","0.782,0.796,0.821",0.124
"ENSG00000114346","ECT2","3","+",172752149,172752472,172750684,172750857,172754508,172754585,"58,65,41","86,108,99","2,2,1","22,23,15",472,149,1.79e-05,0.002379898,"0.176,0.16,0.116","0.028,0.027,0.021",0.125
