"gene_id","M3_1_U87","M3_2_U87","M3_3_U87","LUC_1_U87","LUC_2_U87","LUC_3_U87","M3_U87","LUC_U87","log2FoldChange","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family","M3_1_U87_count","M3_2_U87_count","M3_3_U87_count","LUC_1_U87_count","LUC_2_U87_count","LUC_3_U87_count","M3_1_U87_fpkm","M3_2_U87_fpkm","M3_3_U87_fpkm","LUC_1_U87_fpkm","LUC_2_U87_fpkm","LUC_3_U87_fpkm"
"ENSG00000120699",3864.88267542228,3900.68790588615,4259.96693028473,2017.59189015694,1738.25213547941,1813.48253314116,4008.51250386439,1856.44218625917,1.11088039848188,3.97085656039681e-14,1.28159242996156e-12,"EXOSC8","13",36998816,37009613,"+",3630,"protein_coding","exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]","-",3554,3978,4048,1817,2040,2062,18.6056432365922,18.8439182719962,20.1984759965553,10.1340307300622,8.69792962100005,8.99681185843986
"ENSG00000174442",4917.55752905446,5211.703423777,5172.36597390056,2589.44649853934,2094.42340637666,2000.8112332183,5100.54230891067,2228.22704604476,1.1952331565422,4.16363217497851e-14,1.34174962620358e-12,"ZWILCH","15",66504959,66550128,"+",4849,"protein_coding","zwilch kinetochore protein [Source:HGNC Symbol;Acc:HGNC:25468]","-",4522,5315,4915,2332,2458,2275,17.7219809164516,18.8479509536336,18.3592976042869,9.73666609140264,7.84552555414274,7.43080422853203
"ENSG00000020922",1212.53353491723,1551.25396357765,1623.79668315942,551.867457021462,617.761175599298,561.986100231426,1462.52806055144,577.204910950729,1.34102992143735,4.19764817327885e-14,1.35063990457522e-12,"MRE11","11",94415578,94493908,"-",7689,"protein_coding","MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]","-",1115,1582,1543,497,725,639,2.75574416901711,3.5379335893474,3.63480225586452,1.30864075815321,1.45935346140443,1.31624762310382
"ENSG00000103995",1128.79803519649,1678.72742455432,1775.33700874267,458.59408400375,519.771471883548,569.901397417784,1527.62082283116,516.088984435027,1.56500179559763,4.27626198438616e-14,1.37383089532015e-12,"CEP152","15",48712928,48811146,"-",8168,"protein_coding","centrosomal protein 152 [Source:HGNC Symbol;Acc:HGNC:29298]","-",1038,1712,1687,413,610,648,2.41499099168189,3.60413532805851,3.74096872339907,1.02368947279138,1.15586324200253,1.25650979799434
"ENSG00000140526",15228.9862089515,13832.8316461378,11140.3186571132,5745.19561897192,5839.33425707861,4721.03503293004,13400.7121707341,5435.18830299352,1.30194917476446,4.33208601028265e-14,1.38964059789388e-12,"ABHD2","15",89087459,89202360,"+",10345,"protein_coding","abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]","-",14004,14107,10586,5174,6853,5368,25.7250067718144,23.4486168095349,18.5347237892823,10.1258116308411,10.2528023125953,8.21842535266862
"ENSG00000112419",1441.99055363251,1279.6374351889,1107.08626745542,3884.169747809,3282.22903228758,2780.028267342,1276.23808542561,3315.47568247953,-1.37714301664312,4.68744737430919e-14,1.50134080459772e-12,"PHACTR2","6",143536845,143831185,"+",11224,"protein_coding","phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]","-",1326,1305,1052,3498,3852,3161,2.2450693285408,1.99929054387036,1.69766816811513,6.30966151245698,5.31166855282687,4.46049894005874
"ENSG00000124006",1064.637067878,1120.78589151027,1230.21278199181,2461.7508092889,2802.50552627047,3604.09865218839,1138.5452471267,2956.11832924925,-1.37674703478767,4.69764942537908e-14,1.50219411615522e-12,"OBSL1","2",219550729,219571859,"-",9611,"protein_coding","obscurin like 1 [Source:HGNC Symbol;Acc:HGNC:29092]","-",979,1143,1169,2217,3289,4098,1.93574437178864,2.04498775266768,2.20308197728348,4.67015215760037,5.29648373698607,6.7532057176982
"ENSG00000137312",4109.56433045043,5528.42594604981,4704.06427331343,1787.73964950615,2194.11727885268,1875.04595570172,4780.68484993789,1952.30096135352,1.29185491831497,4.70441068216714e-14,1.50219411615522e-12,"FLOT1","6",30727709,30742733,"-",3186,"protein_coding","flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]","-",3779,5638,4470,1610,2575,2132,22.5405760696176,30.4293277747935,25.4124463878301,10.2309042269931,12.5090350322324,10.5985885238649
"ENSG00000133321",381.7033818439,313.7808270195,425.154802330788,1314.71040063061,862.309392698607,1319.21619772635,373.546337064729,1165.41199701852,-1.64147531666029,4.95097256545211e-14,1.5785263212855e-12,"RARRES3","11",63536809,63546462,"+",1299,"protein_coding","retinoic acid receptor responder 3 [Source:HGNC Symbol;Acc:HGNC:9869]","-",351,320,404,1184,1012,1500,5.13489841262232,4.23597984928476,5.63322292202352,18.4534029840273,12.0576787342152,18.2889473919
"ENSG00000172403",79.3856036313525,88.2508575992343,63.1418023263547,325.346408264162,239.435710818487,335.960391687644,76.9260878523138,300.247503590098,-1.96260053009451,5.50394460255901e-14,1.75217242491466e-12,"SYNPO2","4",118850688,119061247,"+",14034,"protein_coding","synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]","-",73,90,60,293,281,382,0.0988496824711287,0.110274245622213,0.0774380667005507,0.422688140429569,0.309896873395308,0.431110393658916
"ENSG00000181467",3422.28074832694,3872.25151843751,2867.69018898861,1386.88622498955,1499.66850904106,1190.81248781432,3387.40748525102,1359.12240728164,1.31759949308291,5.58323538622096e-14,1.77472554765338e-12,"RAP2B","3",153162270,153170620,"+",8351,"protein_coding","RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]","-",3147,3949,2725,1249,1760,1354,7.16130465654681,8.13133227601798,5.91034383408337,3.0280139339234,3.26186911762623,2.56795130039945
"ENSG00000145687",803.643302514651,1012.92373222232,1284.93567734132,2526.15385256303,3039.38498394855,3480.09232960212,1033.83423735943,3015.21038870457,-1.54435727910346,5.95769897347291e-14,1.89089445818186e-12,"SSBP2","5",81413021,81751797,"-",11284,"protein_coding","single stranded DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15831]","-",739,1033,1221,2275,3567,3957,1.24455831747227,1.57416518201109,1.95991533156124,4.08180485714286,4.8925173983086,5.55404731855389
"ENSG00000073910",132.67183072637,118.648375216748,107.341063954803,391.970246133956,354.467102136977,354.429418455813,119.55375663264,366.955588908915,-1.61771145829382,6.07496263458079e-14,1.92520422194837e-12,"FRY","13",31846713,32299122,"+",18849,"protein_coding","FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]","-",122,121,102,353,416,403,0.123000083681325,0.110385013251819,0.0980159110684067,0.379158071424175,0.341583876662718,0.338628365530178
"ENSG00000178966",1228.84564525244,1464.96423614729,1363.86293024926,626.264075976066,483.983927917795,483.712605832996,1352.557603883,531.320203242286,1.34983221822606,6.14644221673756e-14,1.94492315385351e-12,"RMI1","9",83980711,84004074,"+",3507,"protein_coding","RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]","-",1130,1494,1296,564,568,550,6.12317354134704,7.32534173562343,6.69351066051651,3.25594644413051,2.50671475113677,2.48389667600855
"ENSG00000120253",4039.9659930202,4518.44390908079,4587.25193900967,2206.35943078802,1860.95228621913,1908.46609937746,4381.88728037022,1991.92593879487,1.13780636673369,6.1772309954351e-14,1.95172632248251e-12,"NUP43","6",149724315,149749665,"-",4432,"protein_coding","nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]","-",3715,4608,4359,1987,2184,2170,15.9291630258034,17.8782817393459,17.81442631085,9.07678461319237,7.62685042393541,7.75472827567833
"ENSG00000060237",13494.4651433076,13349.4130595108,11479.1796629313,5915.0864055399,6369.3307415238,5614.58413752335,12774.3526219166,5966.33376152902,1.09831652538393,6.29687611275874e-14,1.98654150157919e-12,"WNK1","12",752593,911452,"+",14370,"protein_coding","WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:14540]","-",12409,13614,10908,5327,7475,6384,16.4102012479499,16.2907859122615,13.7490624595777,7.50515806479053,8.05094344217326,7.03627351216454
"ENSG00000067064",3904.03174022679,4189.95460579476,4246.28620644735,8706.62521228428,7900.52637262992,8924.05783888619,4113.4241841563,8510.4031412668,-1.04883259552288,6.40038023678731e-14,2.01616775345035e-12,"IDI1","10",1039152,1049170,"-",4345,"protein_coding","isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]","-",3590,4273,4035,7841,9272,10147,15.7014065395317,16.910489156283,16.8204837602024,36.535544798364,33.0275218877527,36.9874577663378
"ENSG00000091262",54.3737011173647,72.5618162482593,68.4036191868843,205.423500098532,327.200401972594,452.051417087563,65.1130455175028,328.22510638623,-2.33429625235441,6.88875948134289e-14,2.16676235722299e-12,"ABCC6","16",16148928,16223522,"-",7569,"protein_coding","ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]","-",50,74,65,185,384,514,0.125535162694971,0.168114925597977,0.155546260679326,0.494842665730517,0.785208633338281,1.07555151524271
"ENSG00000065613",7303.47553408443,8186.73788995563,6923.49862508479,3246.80169885464,3494.39804294169,2545.20778414671,7471.23734970828,3095.46917531434,1.27127036104499,6.93483921258982e-14,2.17799561578064e-12,"SLK","10",103967201,104029233,"+",7974,"protein_coding","STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]","-",6716,8349,6579,2924,4101,2894,16.0054668710288,18.0040946726942,14.9440523010386,7.42395022765703,7.95986834871838,5.74816066081883
"ENSG00000111602",2900.29321760023,3337.84354741993,3583.29728202063,1565.66018994016,1304.54118598969,1394.85125972933,3273.8113490136,1421.68421188639,1.20387317879995,7.03476953738981e-14,2.20608272761339e-12,"TIMELESS","12",56416373,56449403,"-",5818,"protein_coding","timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]","-",2667,3404,3405,1410,1531,1586,8.71130439687441,10.0607160716999,10.6005432697295,4.90658481418258,4.07280690812458,4.31753700722538
"ENSG00000260454",232.719440782321,201.015842309367,165.221049420628,47.7470838066859,47.7167252876699,36.0585760711869,199.652110837439,43.8407950551809,2.18963754145559,7.39321877426695e-14,2.31503606059796e-12,"AL355607.2","9",90997054,91001871,"+",1395,"lincRNA","novel transcript","-",214,205,157,43,56,41,2.91523424140189,2.52692709221614,2.03849743139615,0.624062609269841,0.621306885008395,0.465496319782654
"ENSG00000151304",1398.49159273862,1328.66568941069,1186.01352036336,545.205073234483,599.015319236285,502.181632601164,1304.39026750423,548.800675023978,1.24882670067168,7.5631368655632e-14,2.36471828396352e-12,"SRFBP1","5",121961961,122075570,"+",3111,"protein_coding","serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]","-",1286,1355,1127,491,703,571,7.85551836271017,7.48949167452119,6.56158302925704,3.1953276364164,3.49741896567742,2.90698439088109
"ENSG00000102221",673.146419832975,423.604116476324,439.887889540271,149.903635207037,142.298091482873,89.7067014453919,512.212808616524,127.302809378434,2.01059733060496,7.71876298014189e-14,2.40979092088798e-12,"JADE3","X",46912276,47061242,"+",5137,"protein_coding","jade family PHD finger 3 [Source:HGNC Symbol;Acc:HGNC:22982]","-",619,432,418,135,167,102,2.2898918635206,1.44606308403703,1.47384373543433,0.53205694614422,0.503152056738163,0.314483025310748
"ENSG00000183955",3550.60268296392,3540.82051989817,3700.10961632439,1794.40203329312,1712.6896040753,1489.83482596563,3597.17760639549,1665.64215444468,1.11108653952584,7.98135839585695e-14,2.48807598301707e-12,"KMT5A","12",123383773,123409358,"+",4579,"protein_coding","lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]","-",3265,3611,3516,1616,2010,1694,13.5502226932554,13.5603189037329,13.9079444256881,7.14503939282563,6.79387826498022,5.85934898006265
"ENSG00000147804",237.06933687171,235.335620264625,225.205761630665,644.030432741344,547.038172047931,746.676367913115,232.536906255667,645.914990900797,-1.4737715062931,8.30062012863043e-14,2.58376784478006e-12,"SLC39A4","8",144409742,144416895,"-",5033,"protein_coding","solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]","-",218,240,214,580,642,849,0.823120567945698,0.819968879031528,0.770143344619389,2.33310872502058,1.97424226229978,2.67169798266168
"ENSG00000256269",979.814094134912,921.73117936978,1008.16411047746,430.834151558003,412.40883998629,422.149183272432,969.903127994052,421.797391605575,1.20150889405974,8.33500557495443e-14,2.59063316768295e-12,"HMBS","11",119084866,119093549,"+",4927,"protein_coding","hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]","-",901,940,958,388,484,480,3.47517051934584,3.2806382907751,3.52182417730991,1.5943478407701,1.52039049631755,1.54299769674548
"ENSG00000067798",2936.17986033769,2675.96211542567,2011.0664040944,1041.55266536445,754.94676080135,612.116315745027,2541.06945995259,802.871913970276,1.66334659124094,8.36361809608242e-14,2.59568655563941e-12,"NAV3","12",77324641,78213008,"+",13265,"protein_coding","neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]","-",2700,2729,1911,938,886,696,3.86803504769428,3.53760500431089,2.60938496978557,1.43162574155748,1.03375783568982,0.831014473818639
"ENSG00000082458",512.200264525576,410.856770378657,418.840622098153,1239.20338437817,1064.25339079107,1059.77034550684,447.299219000795,1121.07570689203,-1.32557281992197,8.7773415222145e-14,2.72006965668509e-12,"DLG3","X",70444861,70505490,"+",7844,"protein_coding","discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902]","-",471,419,398,1116,1249,1205,1.14108294103113,0.918521859203118,0.919031105673254,2.88045121545567,2.46443404792745,2.43307818356316
"ENSG00000164649",3389.65652765652,3834.00948014451,3318.10171224994,1648.93998727741,1446.83927747256,1157.39234413859,3513.92257335032,1417.72386962952,1.31011351594324,8.82723021543092e-14,2.73150123794432e-12,"CDCA7L","7",21900900,21946084,"-",4074,"protein_coding","cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]","-",3117,3910,3153,1485,1698,1316,14.539506578046,16.5032238683601,14.018052102447,7.37971081388597,6.4507321322859,5.11612877488051
"ENSG00000104738",11118.3344044787,13208.2116873521,12492.6055902693,6174.9193732321,5125.28754652383,4820.41598649209,12273.0505607,5373.54096874934,1.19174034482439,8.99763611966627e-14,2.78013724279865e-12,"MCM4","8",47960185,47978160,"+",6973,"protein_coding","minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]","-",10224,13470,11871,5561,6015,5481,27.863461377268,33.2170445343896,30.8355971726292,16.1460816550171,13.3508314572767,12.4493517979684
"ENSG00000152104",8145.18042738123,7248.33710415044,6353.11767740339,3386.71175838121,2856.1868422191,2393.0581826756,7248.87840297835,2878.65226109197,1.33264676246273,9.30959871947582e-14,2.87230512033637e-12,"PTPN14","1",214348696,214552449,"-",18756,"protein_coding","protein tyrosine phosphatase, non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]","-",7490,7392,6037,3050,3352,2721,7.58884153531922,6.77695797288884,5.82996134933884,3.29225548511714,2.76602520200646,2.29770844471154
"ENSG00000115145",3913.81900642791,3985.99706823208,3911.63465411767,1612.29687644902,1933.37945853077,1926.05564868047,3937.15024292589,1823.91066122009,1.10966147369532,9.44086836808131e-14,2.90853497480581e-12,"STAM2","2",152116801,152175992,"-",7005,"protein_coding","signal transducing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:11358]","-",3599,4065,3717,1452,2269,2190,9.76354647118116,9.97850475350553,9.61101256949021,4.19654989818048,5.01324238887337,4.95156606518687
"ENSG00000224596",4329.23408296458,3943.83276960134,4346.26072679742,1877.68183063037,1829.42516415406,2150.32240229395,4206.44252645444,1952.47646569279,1.10714693216789,9.85231850802632e-14,3.03085013429196e-12,"ZMIZ1-AS1","10",78943328,79067895,"-",4427,"antisense","ZMIZ1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27433]","-",3981,4022,4130,1691,2147,2445,17.0889959271317,15.6223226289082,16.8976088771626,7.73335594908645,7.50610904493396,8.74733872581598
"ENSG00000153233",488.275836033935,448.118243587223,286.242837212808,124.364497356949,98.8417880958878,94.1040887711464,407.545638944655,105.770124741328,1.94964496884221,1.05098294086261e-13,3.22839218866437e-12,"PTPRR","12",70638073,70920843,"-",5142,"protein_coding","protein tyrosine phosphatase, receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]","-",449,457,272,112,116,107,1.65938881855607,1.52825978806213,0.958123639428703,0.440980986822248,0.349154998513844,0.329578071417394
"ENSG00000261061",970.026827933787,982.526214604808,1164.96625292124,448.600508323281,330.608739493142,281.432788848288,1039.17309848661,353.547345554904,1.55809433072745,1.07475680622149e-13,3.29440168424039e-12,"AC092718.4","16",81030770,81031485,"+",716,"sense_intronic","novel transcript","-",892,1002,1107,404,388,320,23.6747675034331,24.0639965951002,28.0039518547395,11.4235807890184,8.38708511022655,7.07853785089851
"ENSG00000003056",13265.0081245923,10460.6683207626,9091.36717162297,4642.57110222683,3943.44651127387,3056.18419139938,10939.0145389926,3880.73393496669,1.49525503569262,1.07560780324064e-13,3.29440168424039e-12,"M6PR","12",8940363,8949955,"-",3777,"protein_coding","mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]","-",12198,10668,8639,4181,4628,3475,61.3727431043345,48.5678725747854,41.4286911514627,22.4113024872287,18.9643827680098,14.5718410997655
"ENSG00000169570",514.37521257027,533.427405933149,441.992616284483,1200.33947895413,1183.54520401024,1109.90056102044,496.598411595967,1164.59508132827,-1.22933970920822,1.14067335325575e-13,3.48860084792673e-12,"DTWD2","5",118837322,118988545,"-",4617,"protein_coding","DTW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19334]","-",473,544,420,1081,1389,1262,1.94686194830099,2.02605897794575,1.64768481622887,4.74023348729354,4.65623314563779,4.32918438228902
"ENSG00000104368",390.403174022679,625.600523870127,457.778066866072,1218.1058357194,1588.2852845753,1640.22547250643,491.260588252959,1482.20553093371,-1.59284066978115,1.15984543761623e-13,3.54208030374341e-12,"PLAT","8",42175233,42207724,"-",6618,"protein_coding","plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]","-",359,638,435,1097,1864,1865,1.03086448193208,1.65770395694174,1.1905488445977,3.35593684561758,4.35924714779397,4.46332669132423
"ENSG00000136108",2014.00188938719,2546.52752428013,2764.55857852223,1016.01352751436,1025.05750930477,1019.31438210989,2441.69599739652,1020.12847297634,1.25919732159395,1.1946242829626e-13,3.64299721470642e-12,"CKAP2","13",52455429,52476628,"+",4547,"protein_coding","cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]","-",1852,2597,2627,915,1203,1159,7.74015965341371,9.82109820314335,10.4645327701577,4.07408470720412,4.09480306802685,4.03705888796254
"ENSG00000149548",201.182694134249,233.374490095753,212.577401165394,61.0718513806447,57.9417378493135,49.2507380484505,215.711528465132,56.0881090928029,1.94668228428026,1.19825900082223e-13,3.64878548786606e-12,"CCDC15","11",124954121,125041489,"+",4823,"protein_coding","coiled-coil domain containing 15 [Source:HGNC Symbol;Acc:HGNC:25798]","-",185,238,202,55,68,56,0.728934250844176,0.848540847349016,0.758610468143122,0.230876293806463,0.218214697105745,0.183898153165578
"ENSG00000101367",20008.4345371679,17359.9242548538,16174.8250292679,8603.3582635861,6498.84756730462,5830.93559395047,17847.7279404298,6977.7138082804,1.3550659237103,1.22296759273564e-13,3.71863561374365e-12,"MAPRE1","20",32819893,32850405,"+",2623,"protein_coding","microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]","-",18399,17704,15370,7748,7627,6630,133.299898732879,116.060962685864,106.135409693232,59.8033119345744,45.0036566546133,40.0333414282826
"ENSG00000214357",601.373134358054,773.665851619954,838.733607568412,280.930516350966,155.931441565064,198.761907124104,737.924197848806,211.874621680045,1.80463402649498,1.25504971092824e-13,3.81067188964063e-12,"NEURL1B","5",172641266,172691540,"+",6424,"protein_coding","neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]","-",553,789,797,253,183,226,1.63588771008824,2.11195436221119,2.24717819887971,0.797349825518591,0.440897772136208,0.557197949525701
"ENSG00000160145",170.733421508525,163.754369100801,196.791950583805,513.003551597416,449.900552712317,614.75474814048,177.093247064377,525.886284150071,-1.57062241155551,1.25754553887704e-13,3.81274016123313e-12,"KALRN","3",124080023,124726325,"+",24490,"protein_coding","kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814]","-",157,167,187,462,528,699,0.121827338906331,0.117257530707035,0.13830489305167,0.38193293043038,0.333685614552429,0.452058868131009
"ENSG00000197191",18.487058379904,29.4169525330781,16.8378139536946,122.143702761289,135.481416441777,154.788033866559,21.5806082888922,137.471051023208,-2.66640917205507,1.32017615708223e-13,3.99686184963324e-12,"CYSRT1","9",137224635,137226311,"+",1297,"protein_coding","cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]","-",17,30,16,110,159,176,0.249082282026985,0.397735482668242,0.223441958997795,1.71706455671329,1.89735892759785,2.14921218634066
"ENSG00000173559",4592.40279637262,5024.41549264974,5563.84514832396,1155.92358704093,1750.18131680132,2131.85337552578,5060.2211457821,1679.31942645601,1.59070699717217,1.3490821713848e-13,4.07849863352028e-12,"NABP1","2",191678068,191696659,"+",13806,"protein_coding","nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]","-",4223,5124,5287,1041,2054,2424,5.81282305506107,6.38196341520624,6.93627279568704,1.52657018160055,2.30263402146725,2.7808102087439
"ENSG00000272599",233.806914804668,227.491099589137,282.033383724384,76.6174135502634,47.7167252876699,39.5764859317905,247.777132706063,54.6368749232413,2.19296044838888,1.37469354761089e-13,4.14995490357073e-12,"AC016394.1","10",73124573,73125532,"-",960,"antisense","novel transcript to NUDT13","-",215,232,268,69,56,45,4.25599508300458,4.1555624193335,5.05647989451808,1.45516343157143,0.902836567277824,0.742416958189941
"ENSG00000084764",2637.12450419219,2369.04524399722,2585.65680526423,5218.86729980055,4991.51029884233,5267.19053878875,2530.60885115121,5159.18937914388,-1.02771802635026,1.44478292462757e-13,4.35528465270442e-12,"MAPRE3","2",26970612,27027196,"+",3630,"protein_coding","microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]","-",2425,2416,2457,4700,5858,5989,12.6951842568194,11.4446723341234,12.2597963249843,26.2135082175521,24.9767018234403,26.1308953541204
"ENSG00000145708",612.247874581527,877.605750570163,604.056575588793,194.319527120233,261.589904702048,204.038771915009,697.970066913494,219.982734579097,1.6643866643535,1.45157886345301e-13,4.36950193409904e-12,"CRHBP","5",76952713,76981158,"+",2803,"protein_coding","corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]","-",563,895,574,175,307,232,3.81697387759347,5.49051390550048,3.70914249801019,1.26400521441313,1.69514801174838,1.31090581462769
"ENSG00000203993",858.017003632015,898.197617343317,840.838334312623,284.261708244455,393.662983623277,311.335022663419,865.684318429319,329.75323817705,1.39048290912741,1.46851918462156e-13,4.4141711857058e-12,"ARRDC1-AS1","9",137615332,137618906,"-",2387,"antisense","ARRDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23395]","-",789,916,799,256,462,354,6.28142928395279,6.59866548882797,6.06288155727096,2.17130814218924,2.99558676700476,2.34886169595745
"ENSG00000075391",4064.97789553419,5291.12919561631,3835.86449132605,1608.96568455553,1992.17328076022,1630.55122038977,4397.32386082552,1743.89672856851,1.33413836440934,1.49165640890874e-13,4.47731325822595e-12,"RASAL2","1",178094141,178484147,"+",16044,"protein_coding","RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]","-",3738,5396,3645,1449,2338,1854,4.4275200279059,5.78325505241368,4.11499775963527,1.82847761035153,2.25540324211513,1.83022161121469
"ENSG00000163132",200.095220111902,185.326800958392,159.959232560099,486.354016449498,538.517328246561,481.074173437543,181.793751210131,501.981839377867,-1.46584637316236,1.50825747991062e-13,4.52068443800314e-12,"MSX1","4",4859666,4863936,"+",2120,"protein_coding","msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]","Homeobox",184,189,152,438,632,547,1.64936149947769,1.53298886907098,1.29865098952422,4.18284878115364,4.61395722792117,4.08656177237633
"ENSG00000197959",164.208577374441,145.123632496519,146.278508722722,428.613356962343,401.33174304451,443.256642436054,151.870239531227,424.400580814302,-1.48303683205011,1.55029335686587e-13,4.64005893463089e-12,"DNM3","1",171841498,172418466,"+",11329,"protein_coding","dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]","-",151,148,139,386,471,504,0.253290709881142,0.224637986027202,0.222232692062404,0.689810248679621,0.643460181614095,0.704604743089262
"ENSG00000127804",2327.19440782321,2361.20072332173,2169.97327328239,1026.00710319483,1142.64515376367,944.558797572068,2286.12280147578,1037.73701817686,1.13934000056029,1.64210980133966e-13,4.90787610753167e-12,"METTL16","17",2405562,2511891,"-",8934,"protein_coding","methyltransferase like 16 [Source:HGNC Symbol;Acc:HGNC:28484]","-",2140,2408,2062,924,1341,1074,4.55199436619167,4.6347209679049,4.18049238394847,2.09391928950974,2.32313889805154,1.90399119611013
"ENSG00000128833",38.0615907821553,33.3392128708218,50.5134418610838,164.338800078826,197.683576191776,197.002952193802,40.6380818380203,186.341776154801,-2.20015575481272,1.68824450604715e-13,5.03859450519272e-12,"MYO5C","15",52192322,52295798,"-",10045,"protein_coding","myosin VC [Source:HGNC Symbol;Acc:HGNC:7604]","-",35,34,48,148,232,224,0.0662143307622462,0.0582025528943227,0.0865517832215453,0.298294804333641,0.357462419583512,0.353186975696399
"ENSG00000182628",3897.5068960927,4622.383808031,5430.1950000665,1965.40321715893,1858.39603307872,2072.92838536067,4650.0285680634,1965.57587853277,1.24233153556548,1.74143209716396e-13,5.18996167283857e-12,"SKA2","17",59109951,59155269,"-",3148,"protein_coding","spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]","-",3584,4714,5160,1770,2181,2357,21.6355115427867,25.7494473707288,29.6892824696618,11.3834120717372,10.7229255031744,11.8585465172635
"ENSG00000185112",75.0357075419633,49.0282542217968,68.4036191868843,234.29382984211,251.364892140404,250.651077568007,64.1558603168815,245.436599850174,-1.93927278180127,1.77366511919884e-13,5.2785379347715e-12,"FAM43A","3",194686544,194689037,"+",2494,"protein_coding","family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888]","-",69,50,65,211,295,285,0.525758777900867,0.344735980366687,0.472064814387258,1.71285232208959,1.83070308635783,1.80990180665391
"ENSG00000164506",2524.02720586807,2798.53275098016,3040.27778201398,5658.58462974119,6035.31366451011,6940.83615497091,2787.61257962074,6211.57814974074,-1.15598185320376,1.78038285451104e-13,5.29103594853345e-12,"STXBP5","6",147204425,147390476,"+",10504,"protein_coding","syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]","-",2321,2854,2889,5096,7083,7892,4.19908163629691,4.67210198208018,4.98169979263487,9.82219655920792,10.4364999554382,11.89978092721
"ENSG00000155893",1003.73852262655,1250.22048265582,1455.41854362248,2770.44125808561,3389.59166418484,3981.39448473813,1236.45918296828,3380.47580233619,-1.451124013749,1.8504354646059e-13,5.49145473825347e-12,"PXYLP1","3",141228726,141367753,"+",13325,"protein_coding","2-phosphoxylose phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:26303]","-",923,1275,1383,2495,3978,4527,1.31634089555345,1.64534139912797,1.87992137614566,3.79085564488663,4.62050993037515,5.38083753502077
